num,Hotel ID,Hotel Name,Hotel Rank,Hotel Address,Total Score,Vị trí,Độ sạch sẽ,Dịch vụ,Tiện nghi,Đáng giá tiền,Sự thoải mái và chất lượng phòng
631,22_1,Khách sạn Galina & Spa (Galina Hotel & Spa),No information,"31 Hùng Vương, Lộc Thọ, Nha Trang, Việt Nam, 5700","8,4","8,8","8,4","8,4","8,2","8,3","8,4"
632,22_2,Chung cư studio 230 m² có 1 phòng tắm riêng ở Phước Long (HK Apartment- just 3 mins away from the beach),No information,"Phước Long, Nha Trang, Việt Nam",No information,,,,,,
633,22_3,"Nhà riêng 55 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Holi Panorama ocean view suite - highfloor balcony)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
634,22_4,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Sunrise Mường Thanh Apartment)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
635,22_5,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (PANORAMA NHA TRANG APARTMENT)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
636,22_6,"Căn hộ 66 m² 2 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hòa (SCENIA BAY RESIDENCE - NHA TRANG)",No information,"Vĩnh Hòa, Nha Trang, Việt Nam",No information,,,,,,
637,22_7,Khách Sạn và Spa Emerald Bay (Emerald Bay Hotel and Spa),No information,"100/8C/T25 Trần Phú, Lộc Thọ, Nha Trang, Việt Nam, 650000","8,7","8,5","9,0","9,0","8,7","8,9",
638,22_8,"Chung cư 63 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Trường (Viet Nha Trang Apartment A25-03)",No information,"Vĩnh Trường, Nha Trang, Việt Nam",No information,,,,,,
639,22_9,"Căn hộ 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Angela Serviced Apartment (near Airport Cam Ranh))",No information,"The Arena Cam Ranh, Cam Nghia, Cam Ranh, Khanh Hoa, Viet Nam, Cam Hải Đông, Nha Trang, Việt Nam, 650000","8,6","9,0","9,0","8,0","8,0","9,0",
640,22_10,"Biệt thự 214 m² 3 phòng ngủ, 4 phòng tắm riêng ở Cam Hải Đông (Your luxury 3-bedroom villa on the beach)",No information,"Cam Hải Đông, Nha Trang, Việt Nam",No information,,,,,,
641,22_11,"Căn hộ 68 m² 2 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (Tony luxury Apartment)",No information,"Xương Huân, Nha Trang, Việt Nam",No information,,,,,,
642,22_12,Căn hộ studio 35 m² có 1 phòng tắm riêng ở Lộc Thọ (Executive Sea-view Suite at 5* Hotel 1908B),No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
643,22_13,"Căn hộ 86 m² 3 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (Tony Luxury Apartment)",No information,"Xương Huân, Nha Trang, Việt Nam",No information,,,,,,
644,22_14,"Căn hộ 68 m² 2 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (Tony luxury Apartment)",No information,"Xương Huân, Nha Trang, Việt Nam",No information,,,,,,
645,22_15,"Biệt thự 727 m² 8 phòng ngủ, 8 phòng tắm riêng ở Vĩnh Hòa (Villa Eau Nah Trang :: 나트랑에서 즐기는 우리만의 럭셔리한 풀파티)",No information,"Vĩnh Hòa, Nha Trang, Việt Nam",No information,,,,,,
646,22_16,Venue Hotel,No information,"24 Ton Dan Street, Lộc Thọ, Nha Trang, Việt Nam","8,5","8,7","8,6","8,9","8,2","8,7",
647,22_17,"Căn hộ 36 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (The Arena Cam Ranh - Chỗ nghỉ lãng mạn )",No information,", Cam Nghĩa, The Arena Cam Ranh, Cam Hải Đông, Nha Trang, Việt Nam",No information,,,,,,
648,22_18,"Căn hộ 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Fantastic city Panorama suite by HLG)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
649,22_19,Căn hộ studio 55 m² có 1 phòng tắm riêng ở Tân Lập (JN Panorama Apartment),No information,"Phước Hòa, Nha Trang, Việt Nam",No information,,,,,,
650,22_20,"Nhà riêng 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Central Seaview Studio with Private Beach)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
651,22_21,"Căn hộ 54 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (You2 Panorama Apartment Deluxe City View)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
652,22_22,"Nhà riêng 48 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (The Empyrean Đẹp View Biển)",No information,"Cam Hải Đông, Nha Trang, Việt Nam",No information,,,,,,
653,22_23,Chung cư studio 36 m² có 1 phòng tắm riêng ở Vĩnh Phước (STUDIO 3922A - WITH PANORAMIC VIEW NHATRANG BAY ),No information,"Vĩnh Phước, Nha Trang, Việt Nam","5,2","2,0","2,0","2,0","2,0","2,0",
654,22_24,"Căn hộ 86 m² 3 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (Tony luxuryApartment)",No information,"Xương Huân, Nha Trang, Việt Nam",No information,,,,,,
655,22_25,"Căn hộ 500 m² 1 phòng ngủ, 1 phòng tắm riêng ở Phước Long (MIRACLE LUXURY HOTEL)",No information,"Vĩnh Trường, Nha Trang, Việt Nam",No information,,,,,,
656,22_26,"Nhà riêng 48 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Arena Cam Ranh Beachfront house)",No information,"Cam Hải Đông, Nha Trang, Việt Nam",No information,,,,,,
657,22_27,"Căn hộ 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (HNBN 5 FL Boutique Studio Room)",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
658,22_28,"Căn hộ 80 m² 11 phòng ngủ, 12 phòng tắm riêng ở Vĩnh Hải (Sea apartment)",No information,"Vĩnh Hải, Nha Trang, Việt Nam",No information,,,,,,
659,22_29,"Chung cư 70 m² 1 phòng ngủ, 1 phòng tắm riêng ở Cam Hải Đông (Your home on the beach)",No information,"Cam Hải Đông, Nha Trang, Việt Nam",No information,,,,,,
660,22_30,"Nhà riêng 100 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Hiệp (Ivory Elegance Parkview 2 bedroom apartment)",No information,"Vĩnh Hiệp, Nha Trang, Việt Nam",No information,,,,,,
661,23_1,"Chung cư 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Lala Seaview Homestay)",No information,"Vĩnh Phước, Nha Trang, Việt Nam",10,"10,0","10,0",,,"10,0",
662,23_2,"Căn hộ 66 m² 2 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hòa (SCENIA BAY RESIDENCE - NHA TRANG)",No information,"Vĩnh Hòa, Nha Trang, Việt Nam",No information,,,,,,
663,23_3,Căn hộ studio 57 m² có 1 phòng tắm riêng ở Lộc Thọ (Panorama Nha Trang With Pretty View),No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
664,23_4,"Chung cư 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hòa (Scenia Beauty)",No information,"Vĩnh Hòa, Nha Trang, Việt Nam",No information,,,,,,
665,23_5,Residence Inn Villa Cam Ranh,No information,"Villa 85, Wyndham Grand KN Paradise Cam Ranh, Villa 85, Wyndham Grand KN Paradise Cam Ranh, Cam Ranh, Nha Trang, Việt Nam, 650000","9,1","8,8","9,4","9,4","9,1","9,4",
666,23_6,"Chung cư 63 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Trường (Viet Nha Trang Apartment A25-03)",No information,"Vĩnh Trường, Nha Trang, Việt Nam",No information,,,,,,
667,23_7,"Căn hộ 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Angela Serviced Apartment (near Airport Cam Ranh))",No information,"The Arena Cam Ranh, Cam Nghia, Cam Ranh, Khanh Hoa, Viet Nam, Cam Hải Đông, Nha Trang, Việt Nam, 650000","8,6","9,0","9,0","8,0","8,0","9,0",
668,23_8,"Biệt thự 214 m² 3 phòng ngủ, 4 phòng tắm riêng ở Cam Hải Đông (Your luxury 3-bedroom villa on the beach)",No information,"Cam Hải Đông, Nha Trang, Việt Nam",No information,,,,,,
669,23_9,"Căn hộ 68 m² 2 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (Tony luxury Apartment)",No information,"Xương Huân, Nha Trang, Việt Nam",No information,,,,,,
670,23_10,Căn hộ studio 35 m² có 1 phòng tắm riêng ở Lộc Thọ (Executive Sea-view Suite at 5* Hotel 1908B),No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
671,23_11,"Căn hộ 86 m² 3 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (Tony Luxury Apartment)",No information,"Xương Huân, Nha Trang, Việt Nam",No information,,,,,,
672,23_12,"Căn hộ 68 m² 2 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (Tony luxury Apartment)",No information,"Xương Huân, Nha Trang, Việt Nam",No information,,,,,,
673,23_13,"Biệt thự 727 m² 8 phòng ngủ, 8 phòng tắm riêng ở Vĩnh Hòa (Villa Eau Nah Trang :: 나트랑에서 즐기는 우리만의 럭셔리한 풀파티)",No information,"Vĩnh Hòa, Nha Trang, Việt Nam",No information,,,,,,
674,23_14,"Căn hộ 36 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (The Arena Cam Ranh - Chỗ nghỉ lãng mạn )",No information,", Cam Nghĩa, The Arena Cam Ranh, Cam Hải Đông, Nha Trang, Việt Nam",No information,,,,,,
675,23_15,Condotel Arena's at Bai Dai Beach Nha Trang,No information,"Lô D14D, Đại Lộ Nguyễn Tất Thành, Bai Dai, KDL Bắc Bán Đảo Cam Ranh, Khánh Hòa, Việt Nam, 26, Cam Hải Đông, Nha Trang, Việt Nam, 57800","7,6","8,6","8,0","8,1","8,1","7,6",
676,23_16,"Căn hộ 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Fantastic city Panorama suite by HLG)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
677,23_17,Căn hộ studio 55 m² có 1 phòng tắm riêng ở Tân Lập (JN Panorama Apartment),No information,"Phước Hòa, Nha Trang, Việt Nam",No information,,,,,,
678,23_18,"Nhà riêng 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Central Seaview Studio with Private Beach)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
679,23_19,"Căn hộ 54 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (You2 Panorama Apartment Deluxe City View)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
680,23_20,"Nhà riêng 48 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (The Empyrean Đẹp View Biển)",No information,"Cam Hải Đông, Nha Trang, Việt Nam",No information,,,,,,
681,23_21,Chung cư studio 36 m² có 1 phòng tắm riêng ở Vĩnh Phước (STUDIO 3922A - WITH PANORAMIC VIEW NHATRANG BAY ),No information,"Vĩnh Phước, Nha Trang, Việt Nam","5,2","2,0","2,0","2,0","2,0","2,0",
682,23_22,"Căn hộ 86 m² 3 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (Tony luxuryApartment)",No information,"Xương Huân, Nha Trang, Việt Nam",No information,,,,,,
683,23_23,"Căn hộ 500 m² 1 phòng ngủ, 1 phòng tắm riêng ở Phước Long (MIRACLE LUXURY HOTEL)",No information,"Vĩnh Trường, Nha Trang, Việt Nam",No information,,,,,,
684,23_24,"Nhà riêng 48 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Arena Cam Ranh Beachfront house)",No information,"Cam Hải Đông, Nha Trang, Việt Nam",No information,,,,,,
685,23_25,Khách sạn Quinter Central Nha Trang (Quinter Central Nha Trang Hotel),No information,"86/4 Trần Phú, Lộc Thọ, Nha Trang, Việt Nam, 650000","8,9","8,6","9,3","9,1","9,0","9,0",
686,23_26,"Căn hộ 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (HNBN 5 FL Boutique Studio Room)",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
687,23_27,"Căn hộ 80 m² 11 phòng ngủ, 12 phòng tắm riêng ở Vĩnh Hải (Sea apartment)",No information,"Vĩnh Hải, Nha Trang, Việt Nam",No information,,,,,,
688,23_28,"Chung cư 70 m² 1 phòng ngủ, 1 phòng tắm riêng ở Cam Hải Đông (Your home on the beach)",No information,"Cam Hải Đông, Nha Trang, Việt Nam",No information,,,,,,
689,23_29,"Nhà riêng 100 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Hiệp (Ivory Elegance Parkview 2 bedroom apartment)",No information,"Vĩnh Hiệp, Nha Trang, Việt Nam",No information,,,,,,
690,23_30,"Chung cư 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Lala Seaview Homestay)",No information,"Vĩnh Phước, Nha Trang, Việt Nam",10,"10,0","10,0",,,"10,0",
691,24_1,"Chung cư 50 m² 2 phòng ngủ, 1 phòng tắm riêng ở Ngọc Hiệp (Apartment in Champa resort 5 star (City center))",No information,"Ngọc Hiệp, Nha Trang, Việt Nam",No information,,,,,,
692,24_2,"Biệt thự 300 m² 5 phòng ngủ, 5 phòng tắm riêng ở Vĩnh Trường (Villa An Vien Pool Private)",No information,"Vĩnh Trường, Nha Trang, Việt Nam",No information,,,,,,
693,24_3,"Căn hộ 60 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Hiệp (Happy Home)",No information,"Vĩnh Hiệp, Nha Trang, Việt Nam","3,5","2,0","2,0",,,"2,0",
694,24_4,"Căn hộ m² 2 phòng ngủ, 2 phòng tắm riêng ở Lộc Thọ (Căn hộ cao cấp View biển Trần Phú Nha Trang)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
695,24_5,Khách sạn Pavillon Garden Nha Trang (Pavillon Garden Hotel Nha Trang),No information,"16 Tôn Đản, Lộc Thọ, Nha Trang, Việt Nam, 650000","8,1","8,7","8,1","8,1","7,6","8,1","7,6"
696,24_6,Ngôi nhà Ngọt ngào trên Bãi biển Cam Ranh (Sweet Home on Cam Ranh Beach),No information,", Cam Lâm District, Cam Đức, Nha Trang, Việt Nam",No information,,,,,,
697,24_7,"Căn hộ 54 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (You2 Panorama Apartment Deluxe Ocean View)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
698,24_8,"Chung cư 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (Tulip Apartment & Hotel in Nha Trang)",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
699,24_9,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Căn hộ ngắm hoàng hôn trên biển 2842)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
700,24_10,"Biệt thự 650 m² 5 phòng ngủ, 5 phòng tắm riêng ở Lộc Thọ (Casa Blanca Villas)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
701,24_11,"Căn hộ 38 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Arena Cam ranh resort by River)",No information,"Cam Hải Đông, Nha Trang, Việt Nam","4,4","6,0","6,0","4,0","2,0","4,0",
702,24_12,"Nhà mặt đất 23 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (NEVA HOTEL NHA TRANG (SINGLE ROOM))",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
703,24_13,"Nhà mặt đất 20 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (NEVA HOTEL NHA TRANG ( SINGLE ROOM))",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
704,24_14,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Seabreeze Panorama Grand Residences)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
705,24_15,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Apartment With Panoramic SeaView In Nha Trang)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
706,24_16,Chung cư studio 36 m² có 1 phòng tắm riêng ở Vĩnh Phước (STUDIO 3922A - WITH PANORAMIC VIEW NHATRANG BAY ),No information,"Vĩnh Phước, Nha Trang, Việt Nam","5,2","2,0","2,0","2,0","2,0","2,0",
707,24_17,MAJESTIC PREMIUM,No information,"96B5/4 Trần Phú, Lộc Thọ, Nha Trang, Việt Nam, 650000","8,4","8,6","8,7","8,8","8,5","8,7",
708,24_18,"Nhà riêng 48 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Arena Cam Ranh Beachfront house)",No information,"Cam Hải Đông, Nha Trang, Việt Nam",No information,,,,,,
709,24_19,"Căn hộ 80 m² 11 phòng ngủ, 12 phòng tắm riêng ở Vĩnh Hải (Sea apartment)",No information,"Vĩnh Hải, Nha Trang, Việt Nam",No information,,,,,,
710,24_20,"Nhà riêng 100 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Hiệp (Ivory Elegance Parkview 2 bedroom apartment)",No information,"Vĩnh Hiệp, Nha Trang, Việt Nam",No information,,,,,,
711,24_21,"Chung cư 50 m² 2 phòng ngủ, 1 phòng tắm riêng ở Ngọc Hiệp (Apartment in Champa resort 5 star (City center))",No information,"Ngọc Hiệp, Nha Trang, Việt Nam",No information,,,,,,
712,24_22,Rigel Hotel,No information,"86/4 Trần Phú, Lộc Thọ, Nha Trang, Việt Nam, 650000","9,0","8,8","9,1","9,4","8,9","9,2",
713,24_23,"Căn hộ m² 2 phòng ngủ, 2 phòng tắm riêng ở Lộc Thọ (Căn hộ cao cấp View biển Trần Phú Nha Trang)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
714,24_24,Ngôi nhà Ngọt ngào trên Bãi biển Cam Ranh (Sweet Home on Cam Ranh Beach),No information,", Cam Lâm District, Cam Đức, Nha Trang, Việt Nam",No information,,,,,,
715,24_25,"Căn hộ 54 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (You2 Panorama Apartment Deluxe Ocean View)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
716,24_26,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Căn hộ ngắm hoàng hôn trên biển 2842)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
717,24_27,"Căn hộ 38 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Arena Cam ranh resort by River)",No information,"Cam Hải Đông, Nha Trang, Việt Nam","4,4","6,0","6,0","4,0","2,0","4,0",
718,24_28,"Nhà mặt đất 23 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (NEVA HOTEL NHA TRANG (SINGLE ROOM))",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
719,24_29,"Nhà mặt đất 20 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (NEVA HOTEL NHA TRANG ( SINGLE ROOM))",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
720,24_30,Spring Home-The Cam Ranh Resort,No information,"The Arena Cam Ranh, Nguyen Tat Thanh Boulevard, Cam Ranh City ,Khanh Hoa Province, Cam Hải Đông, Nha Trang, Việt Nam, 650000","7,9","8,1","8,1","7,5","7,8","8,0",
721,25_1,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Seabreeze Panorama Grand Residences)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
722,25_2,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Apartment With Panoramic SeaView In Nha Trang)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
723,25_3,"Căn hộ 54 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (You2 Panorama Apartment Excutive Ocean View)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
724,25_4,"Nhà mặt đất 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Phước Hải (Phuong Nam homes)",No information,"Phước Hải, Nha Trang, Việt Nam","2,0","2,0","2,0",,,"2,0",
725,25_5,"Căn hộ 54 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (You2 Panorama Apartment Family Ocean View)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
726,25_6,Ideal Time Apartment,No information,"60 TRAN PHULOC THO, Lộc Thọ, Nha Trang, Việt Nam, 650000",No information,,,,,,
727,25_7,"Chung cư 38 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 1 (Need to rent a new apartment building right )",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
728,25_8,"Căn hộ 51 m² 2 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Xin Chào Apartment- 2 phòng ngủ view xéo biển)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
729,25_9,"Căn hộ m² 1 phòng ngủ, 1 phòng tắm riêng ở Cam Ranh (Đá Lết house)",No information,"Cam Ranh, Nha Trang, Việt Nam",No information,,,,,,
730,25_10,Khách Sạn Agnes Nha Trang (Agnes Nha Trang Hotel),No information,"19 Biệt Thự, Lộc Thọ, Nha Trang, Việt Nam, 57100","8,4","8,9","8,5","8,7","8,0","8,5",
731,25_11,"Nhà mặt đất 60 m² 2 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hòa (Family house)",No information,"Vĩnh Hòa, Nha Trang, Việt Nam",No information,,,,,,
732,25_12,"Căn hộ 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Căn Hộ Nghỉ Dưỡng View Biển,Hồ Bơi 5 Sao Cam Ranh)",No information,"Cam Hải Đông, Nha Trang, Việt Nam",No information,,,,,,
733,25_13,"Căn hộ 42 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Free Ploo ❀ Sea View ❀ Panorama Nha Trang)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
734,25_14,"Biệt thự 240 m² 3 phòng ngủ, 4 phòng tắm riêng ở Biển Bãi Dài (Villa 3 phòng ngủ Cam Ranh Mystery Villas & Spa)",No information,"Cam Hải Đông, Nha Trang, Việt Nam","8,2","8,5","8,0","10,0","8,7","8,5",
735,25_15,"Chung cư 2000 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Ngọc (ZK Homestay )",No information,"Vĩnh Ngọc, Nha Trang, Việt Nam",No information,,,,,,
736,25_16,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),No information,"Vĩnh Hòa, Nha Trang, Việt Nam",10,"10,0","10,0","10,0","10,0","10,0",
737,25_17,"Căn hộ 37 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Sea04-34)",No information,"Cam Hải Đông, Nha Trang, Việt Nam",No information,,,,,,
738,25_18,"Căn hộ 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Hiệp (Green park 2 bedroom apartment)",No information,"Vĩnh Hiệp, Nha Trang, Việt Nam",No information,,,,,,
739,25_19,Căn hộ studio 40 m² có 1 phòng tắm riêng ở Lộc Thọ (Ha's Apartment With Panoramic CityView In NhaTrang),No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
740,25_20,"Căn hộ 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Xương Huân (Khải Phong Apartment )",No information,"Xương Huân, Nha Trang, Việt Nam",No information,,,,,,
741,25_21,Chung cư studio 52 m² có 1 phòng tắm riêng ở Lộc Thọ (Betty's smile),No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
742,25_22,"Chung cư 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Apartment Nha Trang Beach Ocean And Mountain View)",No information,"Vĩnh Hải, Nha Trang, Việt Nam",No information,,,,,,
743,25_23,"Nhà mặt đất 20 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (NEVA HOTEL NHA TRANG ( SINGLE ROOM))",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
744,25_24,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Seabreeze Panorama Grand Residences)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
745,25_25,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Apartment With Panoramic SeaView In Nha Trang)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
746,25_26,HANZ Condo Hotel Muong Thanh Vien Trieu,No information,"5 Phạm Văn Đồng, Muong Thanh Vien Trieu, Nha Trang, Vĩnh Phước, Nha Trang, Việt Nam, 650000","7,0","10,0","10,0","10,0","10,0","10,0",
747,25_27,"Căn hộ 54 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (You2 Panorama Apartment Excutive Ocean View)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
748,25_28,"Nhà mặt đất 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Phước Hải (Phuong Nam homes)",No information,"Phước Hải, Nha Trang, Việt Nam","2,0","2,0","2,0",,,"2,0",
749,25_29,"Căn hộ 54 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (You2 Panorama Apartment Family Ocean View)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
750,25_30,Ideal Time Apartment,No information,"60 TRAN PHULOC THO, Lộc Thọ, Nha Trang, Việt Nam, 650000",No information,,,,,,
751,26_1,"Chung cư 38 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 1 (Need to rent a new apartment building right )",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
752,26_2,"Căn hộ 51 m² 2 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Xin Chào Apartment- 2 phòng ngủ view xéo biển)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
753,26_3,"Căn hộ m² 1 phòng ngủ, 1 phòng tắm riêng ở Cam Ranh (Đá Lết house)",No information,"Cam Ranh, Nha Trang, Việt Nam",No information,,,,,,
754,26_4,HANZ Condo Hotel Muong Thanh Vien Trieu,No information,"5 Phạm Văn Đồng, Muong Thanh Vien Trieu, Nha Trang, Vĩnh Phước, Nha Trang, Việt Nam, 650000","7,0","10,0","10,0","10,0","10,0","10,0",
755,26_5,"Nhà mặt đất 60 m² 2 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hòa (Family house)",No information,"Vĩnh Hòa, Nha Trang, Việt Nam",No information,,,,,,
